createtripid,region,createtripid_region,requestdate,aborteddataerrorcount,accommodationunavailableerrorcount,createtripformsubmission_adultcount,badproportionerrorcount,createtripformsubmission_childages,createtripformsubmission_childcount,createtripformsubmission_closestcity_id,createtripformsubmission_closestcity,creationdate,createtripformsubmission_directjourney,createtripformsubmission_durationdays,array_to_string,createtripformsubmission_extrainfo,failtimeseconds,failureindurationserrorcount,createtripformsubmission_fastjourney,firstchoiceaccommodationunavailablecount,noavailabledotwaccommodationerrorcount,nofamilymanualfallbackserrorcount,nogoodscoreerrorcount,norouteserrorcount,jotform_onewaytrip,overnightreductionerrorcount,createtripformsubmission_preferreddate,createtripformsubmission_roomcount,substituteaccommodationunavailablecount,success,timeouterrorcount,transportunavailableerrorcount,tripbuildtimeseconds,createtripformsubmission_twinroompreferred
"891585467457763","Southern Italy","891585467457763_Southern Italy","'2024-01-20 10:44:58.368'","0","0","2","0","{}","0","26","London","'2024-01-20 10:45:09.267'","false","12","Arts and Culture,History,Adventure","{}","","0","false","0","0","0","0","1","","0","'2024-05-16'","1","0","true","0","0","9.51","false"
"891585467457763","Italian Riviera","891585467457763_Italian Riviera","'2024-01-20 10:44:58.368'","0","0","2","0","{}","0","26","London","'2024-01-20 10:45:11.821'","false","12","Arts and Culture,History,Adventure","{}","","0","false","1","0","0","0","0","","0","'2024-05-16'","1","0","true","0","0","12.06","false"
"856446659120383","Highlands & Islands","856446659120383_Highlands & Islands","'2024-01-20 10:45:24.467'","0","0","2","14","{}","0","833158856","Coventry","","false","3","Relaxation,History","{}","11.65","0","false","1","1","0","1","9","","0","'2024-05-13'","1","1","false","0","0","","false"
"856446659120383","East Highlands","856446659120383_East Highlands","'2024-01-20 10:45:24.467'","0","0","2","4","{}","0","833158856","Coventry","'2024-01-20 10:45:29.964'","false","3","Relaxation,History","{}","","0","false","0","0","0","0","0","","0","'2024-05-13'","1","0","true","0","0","4.79","false"
"643110738642468","Yorkshire","643110738642468_Yorkshire","'2024-01-20 10:46:38.669'","0","0","2","0","{}","0","28","Birmingham","'2024-01-20 10:46:45.532'","false","4","History,Nature,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-08-15'","1","0","true","0","0","5.79","true"
"882120083576575","Alsace","882120083576575_Alsace","'2024-01-20 10:48:42.199'","0","0","2","0","{}","0","26","London","'2024-01-20 10:48:46.012'","false","5","Relaxation,History,Food and Drink,Nature,Arts and Culture","{}","","0","false","0","0","0","0","2","","0","'2024-05-30'","1","0","true","0","0","2.93","true"
"749696652786878","Belgium","749696652786878_Belgium","'2024-01-20 10:50:58.782'","0","0","2","0","{}","0","42771065","Liverpool","'2024-01-20 10:51:10.961'","false","7","Food and Drink,History,Nature,Arts and Culture,Nightlife","{}","","0","false","1","0","0","0","0","","0","'2024-03-16'","1","0","true","0","0","11.48","false"
"639440762388119","Corsica","639440762388119_Corsica","'2024-01-20 10:53:39.128'","0","0","2","0","{13,11}","2","26","London","'2024-01-20 10:53:55.616'","false","14","Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-08-11'","1","0","true","0","0","15.66","false"
"639440762388119","Hauts-de-France","639440762388119_Hauts-de-France","'2024-01-20 10:53:39.128'","0","0","2","0","{13,11}","2","26","London","'2024-01-20 10:53:55.467'","false","14","Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-08-11'","1","0","true","0","0","15.50","false"
"747514586085701","Southern Italy","747514586085701_Southern Italy","'2024-01-20 10:58:03.417'","0","0","2","0","{}","0","22370660","Newcastle","'2024-01-20 10:58:09.650'","false","21","Relaxation,History,Food and Drink","{}","","0","false","0","0","0","0","10","","0","'2025-07-01'","1","0","true","0","0","5.22","false"
"662696084470137","Southern Italy","662696084470137_Southern Italy","'2024-01-20 11:00:08.136'","0","0","2","0","{}","0","22370660","Newcastle","'2024-01-20 11:00:16.325'","false","14","Relaxation,History,Food and Drink","{}","","0","false","0","0","0","0","5","","0","'2025-07-15'","1","0","true","0","0","7.25","false"
"843008524729437","Southern Italy","843008524729437_Southern Italy","'2024-01-20 11:00:38.874'","0","0","2","0","{}","0","22370660","Newcastle","'2024-01-20 11:00:44.725'","false","14","Relaxation,History,Food and Drink","{}","","0","false","0","0","0","0","5","","0","'2025-07-01'","1","0","true","0","0","5.05","false"
"835615241430281","Italian Riviera","835615241430281_Italian Riviera","'2024-01-20 11:00:55.728'","0","0","2","0","{}","0","26","London","'2024-01-20 11:01:09.033'","false","7","History,Food and Drink,Nightlife,Nature,Relaxation,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-06-03'","1","0","true","0","0","11.96","false"
"835615241430281","Northern Italy","835615241430281_Northern Italy","'2024-01-20 11:00:55.728'","0","0","2","0","{}","0","26","London","'2024-01-20 11:01:07.755'","false","7","History,Food and Drink,Nightlife,Nature,Relaxation,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-06-03'","1","0","true","0","0","10.68","false"
"644688542818153","Southern Italy","644688542818153_Southern Italy","'2024-01-20 11:05:23.008'","0","0","2","0","{}","0","22370660","Newcastle","'2024-01-20 11:05:29.281'","false","14","Relaxation,History,Food and Drink","{}","","0","false","0","0","0","0","5","","0","'2025-04-21'","1","0","true","0","0","5.51","false"
"701315844718805","Southern Italy","701315844718805_Southern Italy","'2024-01-20 11:05:54.554'","0","0","2","0","{}","0","22370660","Newcastle","'2024-01-20 11:06:02.204'","false","14","Relaxation,History,Food and Drink","{}","","0","false","0","0","0","0","5","","0","'2025-07-01'","1","0","true","0","0","6.88","false"
"867473679758436","Southern Italy","867473679758436_Southern Italy","'2024-01-20 11:06:46.871'","0","0","2","0","{}","0","22370660","Newcastle","'2024-01-20 11:06:55.054'","false","15","Relaxation,History,Food and Drink","{}","","0","false","0","0","0","0","2","","0","'2025-04-21'","1","0","true","0","0","7.23","false"
"789174898472070","Cornwall","789174898472070_Cornwall","'2024-01-20 11:09:34.711'","0","0","1","0","{15}","1","28","Birmingham","'2024-01-20 11:09:45.262'","false","7","Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-08-09'","1","0","true","0","0","9.40","true"
"797960900422802","Highlands & Islands","797960900422802_Highlands & Islands","'2024-01-20 11:10:11.337'","0","0","2","1","{}","0","835211552","Blackpool","'2024-01-20 11:10:20.261'","false","4","History,Adventure,Nature,Relaxation","{}","","0","false","0","0","0","0","0","","0","'2024-03-16'","1","0","true","0","0","7.98","false"
"678631692895018","Highlands & Islands","678631692895018_Highlands & Islands","'2024-01-20 11:11:47.990'","0","0","2","1","{}","0","34","Manchester","'2024-01-20 11:11:56.170'","false","4","Relaxation,Food and Drink","{}","","0","false","0","0","0","0","0","","0","'2024-03-12'","1","0","true","0","0","6.84","false"
"675305430969085","Highlands & Islands","675305430969085_Highlands & Islands","'2024-01-20 11:14:28.218'","0","0","2","1","{7}","1","26","London","'2024-01-20 11:14:35.751'","false","4","Nature,Good for kids","{}","","0","false","0","0","0","0","0","","0","'2024-03-30'","1","0","true","0","0","6.91","false"
"675305430969085","Yorkshire","675305430969085_Yorkshire","'2024-01-20 11:14:28.218'","0","0","2","0","{7}","1","26","London","","false","4","Nature,Good for kids","{}","19266.32","0","false","0","0","0","0","2","","0","'2024-03-30'","1","0","false","0","0","","false"
"894609639863913","Alsace","894609639863913_Alsace","'2024-01-20 11:14:31.076'","0","0","2","0","{}","0","26","London","'2024-01-20 11:14:37.232'","false","5","Relaxation,Food and Drink","{}","","0","false","0","0","0","0","1","","0","'2024-05-02'","1","0","true","0","0","5.48","false"
"825546349686486","East Highlands","825546349686486_East Highlands","'2024-01-20 11:14:56.501'","0","0","2","0","{}","0","1635547","Chester","'2024-01-20 11:15:03.768'","false","3","Arts and Culture,History,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-03-29'","1","0","true","0","0","6.35","true"
"825546349686486","Highlands & Islands","825546349686486_Highlands & Islands","'2024-01-20 11:14:56.501'","0","0","2","2","{}","0","1635547","Chester","'2024-01-20 11:15:06.611'","false","3","Arts and Culture,History,Nature","{}","","0","false","0","0","0","0","0","","0","'2024-03-29'","1","0","true","0","0","9.19","true"
"891427521437718","East Highlands","891427521437718_East Highlands","'2024-01-20 11:15:44.205'","0","0","2","0","{}","0","-1","Glasgow","'2024-01-20 11:15:50.677'","false","3","Relaxation,Arts and Culture,History,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-05-31'","1","0","true","0","0","5.26","false"
"891427521437718","Highlands & Islands","891427521437718_Highlands & Islands","'2024-01-20 11:15:44.205'","0","0","2","0","{}","0","-1","Glasgow","'2024-01-20 11:16:00.436'","false","3","Relaxation,Arts and Culture,History,Nature","{}","","0","false","0","0","0","0","1","","0","'2024-05-31'","1","0","true","0","0","15.01","false"
"623789306663591","Highlands & Islands","623789306663591_Highlands & Islands","'2024-01-20 11:18:52.130'","0","0","2","0","{11}","1","22391570","Sheffield","'2024-01-20 11:19:03.906'","false","7","History,Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-03-16'","1","0","true","0","0","9.68","false"
"675999570164290","Sicily","675999570164290_Sicily","'2024-01-20 11:19:43.718'","0","0","2","0","{}","0","26","London","'2024-01-20 11:19:56.803'","false","14","Nature,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-08-12'","1","0","true","0","0","12.43","false"
"675999570164290","North & Central Spain","675999570164290_North & Central Spain","'2024-01-20 11:19:43.718'","0","0","2","0","{}","0","26","London","'2024-01-20 11:19:53.184'","false","14","Nature,Food and Drink","{}","","0","false","0","0","0","0","2","","0","'2024-08-12'","1","0","true","0","0","8.81","false"
"675999570164290","Corsica","675999570164290_Corsica","'2024-01-20 11:19:43.718'","0","0","2","0","{}","0","26","London","'2024-01-20 11:19:55.190'","false","14","Nature,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-08-12'","1","0","true","0","0","10.82","false"
"868907041897967","Northern Italy","868907041897967_Northern Italy","'2024-01-20 11:20:19.133'","0","0","2","0","{10}","1","26","London","'2024-01-20 11:20:35.459'","false","9","Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-08-24'","1","0","true","0","0","15.58","false"
"868907041897967","Italian Riviera","868907041897967_Italian Riviera","'2024-01-20 11:20:19.133'","0","0","2","0","{10}","1","26","London","'2024-01-20 11:20:42.680'","false","9","Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-08-24'","1","0","true","0","0","22.81","false"
"908984533278334","Andalusia","908984533278334_Andalusia","'2024-01-20 11:20:43.543'","0","0","2","0","{11,13}","2","28","Birmingham","'2024-01-20 11:21:00.994'","false","7","Good for kids,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-03-26'","2","0","true","0","0","16.08","true"
"746856092343318","North Wales","746856092343318_North Wales","'2024-01-20 11:21:15.942'","0","0","2","0","{}","0","26","London","'2024-01-20 11:21:18.828'","false","9","Food and Drink,Nature,History,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-05-23'","1","0","true","0","0","1.80","false"
"746856092343318","West Country","746856092343318_West Country","'2024-01-20 11:21:15.942'","0","0","2","0","{}","0","26","London","'2024-01-20 11:21:18.474'","false","9","Food and Drink,Nature,History,Arts and Culture","{}","","0","false","0","0","0","0","1","","0","'2024-05-23'","1","0","true","0","0","1.45","false"
"714914505173585","Yorkshire","714914505173585_Yorkshire","'2024-01-20 11:23:33.937'","0","0","2","0","{}","0","26","London","","false","9","Nature,Food and Drink,History,Arts and Culture","{}","3.26","0","false","0","0","0","0","2","","0","'2024-05-23'","1","0","false","0","0","","false"
"810517362724676","Highlands & Islands","810517362724676_Highlands & Islands","'2024-01-20 11:26:54.243'","0","0","1","1","{}","0","26","London","'2024-01-20 11:27:02.737'","false","3","Relaxation,Food and Drink,History","{}","","0","false","0","0","0","0","0","","0","'2024-09-06'","1","0","true","0","0","7.59","false"
"704362233773039","Northern Italy","704362233773039_Northern Italy","'2024-01-20 11:28:05.340'","0","0","2","0","{}","0","26","London","'2024-01-20 11:28:15.812'","false","10","Nature,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-09-15'","1","0","true","0","0","9.76","false"
"658632868914677","Highlands & Islands","658632868914677_Highlands & Islands","'2024-01-20 11:29:25.068'","0","0","3","1","{13}","1","26","London","'2024-01-20 11:29:38.514'","false","4","Adventure,Food and Drink,Arts and Culture,Nature","{}","","0","false","0","0","0","0","0","","0","'2024-02-10'","2","0","true","0","0","12.47","true"
"774472148662192","Highlands & Islands","774472148662192_Highlands & Islands","'2024-01-20 11:31:17.902'","0","0","3","0","{}","0","26","London","'2024-01-20 11:31:34.113'","false","5","","{}","","0","false","1","0","0","0","0","","0","'2024-09-17'","2","0","true","0","0","15.42","false"
"877884049021007","North & Central Spain","877884049021007_North & Central Spain","'2024-01-20 11:32:51.606'","0","0","2","0","{}","0","26","London","'2024-01-20 11:33:03.305'","false","10","History,Food and Drink","{}","","0","false","0","0","0","0","1","","0","'2024-03-31'","1","0","true","0","0","11.06","false"
"911300945463954","North & Central Spain","911300945463954_North & Central Spain","'2024-01-20 11:36:30.428'","0","0","4","0","{}","0","26","London","'2024-01-20 11:36:44.253'","false","10","History,Food and Drink","{}","","0","false","0","0","0","0","1","","0","'2024-06-01'","2","0","true","0","0","13.11","true"
"830164506377857","Netherlands","830164506377857_Netherlands","'2024-01-20 11:38:09.644'","0","0","2","0","{7,11}","2","26","London","'2024-01-20 11:38:17.939'","false","11","Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-08-05'","1","0","true","0","0","7.31","false"
"880697085496750","Southern Italy","880697085496750_Southern Italy","'2024-01-20 11:39:13.772'","0","0","4","0","{}","0","34","Manchester","'2024-01-20 11:39:18.236'","false","14","Relaxation,Food and Drink,Arts and Culture,History,Nature","{}","","0","false","0","0","0","0","1","","0","'2025-05-10'","2","0","true","0","0","3.45","false"
"612253447334192","Highlands & Islands","612253447334192_Highlands & Islands","'2024-01-20 11:45:21.005'","0","0","2","0","{}","0","26","London","'2024-01-20 11:45:32.991'","false","5","","{}","","0","false","1","0","0","0","0","","0","'2024-03-16'","1","0","true","0","0","10.86","false"
"683500133825934","Northern Italy","683500133825934_Northern Italy","'2024-01-20 11:45:58.832'","0","0","2","0","{}","0","26","London","'2024-01-20 11:46:14.265'","false","10","History,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-05-11'","1","0","true","0","0","14.71","false"
"683500133825934","Italian Riviera","683500133825934_Italian Riviera","'2024-01-20 11:45:58.832'","0","0","2","0","{}","0","26","London","'2024-01-20 11:46:11.911'","false","10","History,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-05-11'","1","0","true","0","0","12.37","false"
"683500133825934","Southern Italy","683500133825934_Southern Italy","'2024-01-20 11:45:58.832'","0","0","2","0","{}","0","26","London","'2024-01-20 11:46:10.898'","false","10","History,Relaxation","{}","","0","false","1","0","0","0","1","","0","'2024-05-11'","1","0","true","0","0","11.34","false"
"783372865086206","Italian Riviera","783372865086206_Italian Riviera","'2024-01-20 11:46:55.200'","0","0","2","0","{15}","1","26","London","'2024-01-20 11:47:14.345'","false","10","Food and Drink,Nature,History","{}","","0","false","1","0","0","0","0","","0","'2024-07-13'","2","0","true","0","0","18.37","false"
"783372865086206","Northern Italy","783372865086206_Northern Italy","'2024-01-20 11:46:55.200'","0","0","2","0","{15}","1","26","London","'2024-01-20 11:47:18.233'","false","10","Food and Drink,Nature,History","{}","","0","false","1","0","0","0","0","","0","'2024-07-13'","2","0","true","0","0","22.26","false"
"688032454426443","Alsace","688032454426443_Alsace","'2024-01-20 11:48:53.255'","0","0","2","0","{15}","1","26","London","'2024-01-20 11:48:59.457'","false","10","Food and Drink,Nature,History","{}","","0","false","0","0","0","0","1","","0","'2024-07-13'","2","0","true","0","0","5.42","false"
"619480618589444","Highlands & Islands","619480618589444_Highlands & Islands","'2024-01-20 11:52:41.714'","0","0","2","2","{}","0","306452460","Chelmsford","'2024-01-20 11:52:54.339'","false","3","History,Food and Drink,Nature","{}","","0","false","0","0","0","0","0","","0","'2024-03-16'","1","0","true","0","0","11.55","false"
"619480618589444","East Highlands","619480618589444_East Highlands","'2024-01-20 11:52:41.714'","0","0","2","40","{}","0","306452460","Chelmsford","","false","3","History,Food and Drink,Nature","{}","33.55","0","false","0","0","0","0","6","","0","'2024-03-16'","1","0","false","1","0","","false"
"877653841659401","Alsace","877653841659401_Alsace","'2024-01-20 11:52:48.674'","0","0","2","0","{}","0","26","London","'2024-01-20 11:52:52.826'","false","7","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","0","0","0","0","2","","0","'2024-03-16'","1","0","true","0","0","3.45","false"
"726222157932871","Alsace","726222157932871_Alsace","'2024-01-20 11:53:42.453'","0","0","2","0","{}","0","26","London","'2024-01-20 11:53:45.956'","false","7","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","0","0","0","0","2","","0","'2024-03-16'","1","0","true","0","0","2.88","false"
"658975196310218","Netherlands","658975196310218_Netherlands","'2024-01-20 12:02:49.544'","0","0","6","2","{}","0","29","Bristol","'2024-01-20 12:02:59.704'","false","3","Food and Drink,Nightlife","{}","","0","false","1","0","0","0","0","","0","'2024-04-17'","1","0","true","0","0","9.31","false"
"620311889166291","Italian Riviera","620311889166291_Italian Riviera","'2024-01-20 12:13:50.520'","0","0","4","0","{}","0","26","London","'2024-01-20 12:14:07.294'","false","7","Adventure,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-06-22'","2","0","true","0","0","16.05","false"
"620311889166291","Northern Italy","620311889166291_Northern Italy","'2024-01-20 12:13:50.520'","0","0","4","0","{}","0","26","London","'2024-01-20 12:14:10.751'","false","7","Adventure,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-06-22'","2","0","true","0","0","19.50","false"
"662774487554046","Highlands & Islands","662774487554046_Highlands & Islands","'2024-01-20 12:14:42.507'","0","0","2","3","{}","0","26","London","'2024-01-20 12:14:52.659'","false","3","Relaxation,Nature,Food and Drink","{}","","0","false","0","0","0","0","0","","0","'2024-03-01'","1","0","true","0","0","8.97","false"
"662774487554046","East Highlands","662774487554046_East Highlands","'2024-01-20 12:14:42.507'","0","0","2","1","{}","0","26","London","'2024-01-20 12:14:55.455'","false","3","Relaxation,Nature,Food and Drink","{}","","0","false","0","0","0","0","1","","0","'2024-03-01'","1","0","true","0","0","11.77","false"
"773312761508032","Highlands & Islands","773312761508032_Highlands & Islands","'2024-01-20 12:16:43.897'","0","0","2","3","{}","0","26","London","'2024-01-20 12:16:53.007'","false","3","Relaxation,Food and Drink,Nature","{}","","0","false","0","0","0","0","0","","0","'2024-03-01'","1","0","true","0","0","8.09","false"
"773312761508032","East Highlands","773312761508032_East Highlands","'2024-01-20 12:16:43.897'","0","0","2","1","{}","0","26","London","'2024-01-20 12:16:51.835'","false","3","Relaxation,Food and Drink,Nature","{}","","0","false","0","0","0","0","1","","0","'2024-03-01'","1","0","true","0","0","6.92","false"
"861606172772082","North & Central Spain","861606172772082_North & Central Spain","'2024-01-20 12:16:54.897'","0","0","2","0","{}","0","26","London","'2024-01-20 12:17:06.310'","false","10","Relaxation,Arts and Culture,History,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-03-04'","1","0","true","0","0","10.64","false"
"861606172772082","Andalusia","861606172772082_Andalusia","'2024-01-20 12:16:54.897'","0","0","2","0","{}","0","26","London","'2024-01-20 12:17:07.436'","false","10","Relaxation,Arts and Culture,History,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-03-04'","1","0","true","0","0","11.76","false"
"645749827892704","Highlands & Islands","645749827892704_Highlands & Islands","'2024-01-20 12:17:40.652'","0","0","2","3","{}","0","26","London","'2024-01-20 12:17:50.541'","false","3","Relaxation,Food and Drink,Nature","{}","","0","false","0","0","0","0","0","","0","'2024-03-01'","1","0","true","0","0","8.40","false"
"645749827892704","East Highlands","645749827892704_East Highlands","'2024-01-20 12:17:40.652'","0","0","2","1","{}","0","26","London","'2024-01-20 12:17:48.649'","false","3","Relaxation,Food and Drink,Nature","{}","","0","false","0","0","0","0","1","","0","'2024-03-01'","1","0","true","0","0","6.50","false"
"727997771794633","Southern Italy","727997771794633_Southern Italy","'2024-01-20 12:18:23.246'","0","0","3","0","{15}","1","26","London","'2024-01-20 12:18:40.131'","false","14","Arts and Culture,Food and Drink","{}","","0","false","0","0","0","0","3","","0","'2024-07-21'","2","0","true","0","0","15.71","false"
"727997771794633","Northern Italy","727997771794633_Northern Italy","'2024-01-20 12:18:23.246'","0","0","3","0","{15}","1","26","London","'2024-01-20 12:18:52.208'","false","14","Arts and Culture,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-21'","2","0","true","0","0","27.78","false"
"727997771794633","Italian Riviera","727997771794633_Italian Riviera","'2024-01-20 12:18:23.246'","0","0","3","0","{15}","1","26","London","'2024-01-20 12:18:40.928'","false","14","Arts and Culture,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-21'","2","0","true","0","0","16.51","false"
"727997771794633","Hauts-de-France","727997771794633_Hauts-de-France","'2024-01-20 12:18:23.246'","0","0","3","0","{15}","1","26","London","'2024-01-20 12:18:58.342'","false","14","Arts and Culture,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-21'","2","1","true","1","0","33.93","false"
"727997771794633","French Riviera","727997771794633_French Riviera","'2024-01-20 12:18:23.246'","0","0","3","0","{15}","1","26","London","'2024-01-20 12:18:37.994'","false","14","Arts and Culture,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-21'","2","0","true","0","0","13.57","false"
"895445657487096","North & Central Spain","895445657487096_North & Central Spain","'2024-01-20 12:24:23.022'","0","0","2","0","{}","0","26","London","'2024-01-20 12:24:39.810'","false","7","Nature","{}","","0","false","1","0","0","0","1","","0","'2024-05-25'","1","0","true","0","0","15.55","false"
"917060127604232","Switzerland","917060127604232_Switzerland","'2024-01-20 12:27:47.717'","0","0","2","0","{}","0","26","London","'2024-01-20 12:28:29.661'","false","10","History,Arts and Culture,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-03-16'","1","1","true","1","0","41.01","true"
"698821482063747","Switzerland","698821482063747_Switzerland","'2024-01-20 12:30:59.968'","0","0","2","0","{7,5}","2","26","London","'2024-01-20 12:31:30.799'","false","12","Good for kids,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-27'","1","0","true","1","0","30.01","false"
"698821482063747","Italian Riviera","698821482063747_Italian Riviera","'2024-01-20 12:30:59.968'","0","0","2","0","{7,5}","2","26","London","'2024-01-20 12:31:15.625'","false","12","Good for kids,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-27'","1","0","true","0","0","14.85","false"
"698821482063747","Northern Italy","698821482063747_Northern Italy","'2024-01-20 12:30:59.968'","0","0","2","0","{7,5}","2","26","London","'2024-01-20 12:31:30.803'","false","12","Good for kids,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-27'","1","0","true","1","0","30.01","false"
"698821482063747","Alsace","698821482063747_Alsace","'2024-01-20 12:30:59.968'","0","0","2","0","{7,5}","2","26","London","'2024-01-20 12:31:04.749'","false","12","Good for kids,Food and Drink","{}","","0","false","0","0","0","0","1","","0","'2024-07-27'","1","0","true","0","0","3.98","false"
"698821482063747","Hauts-de-France","698821482063747_Hauts-de-France","'2024-01-20 12:30:59.968'","0","0","2","0","{7,5}","2","26","London","'2024-01-20 12:31:23.364'","false","12","Good for kids,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-27'","1","0","true","0","0","22.60","false"
"698821482063747","Southern Italy","698821482063747_Southern Italy","'2024-01-20 12:30:59.968'","0","0","2","0","{7,5}","2","26","London","'2024-01-20 12:31:22.774'","false","12","Good for kids,Food and Drink","{}","","0","false","0","0","0","0","2","","0","'2024-07-27'","1","0","true","0","0","21.99","false"
"687603529986566","Andalusia","687603529986566_Andalusia","'2024-01-20 12:31:22.936'","0","0","2","0","{}","0","26","London","","false","7","Arts and Culture,History,Food and Drink,Relaxation,Nature","{}","28.92","0","false","0","0","0","1","0","","0","'2024-07-18'","1","0","false","0","0","","false"
"687603529986566","French Riviera","687603529986566_French Riviera","'2024-01-20 12:31:22.936'","0","0","2","0","{}","0","26","London","'2024-01-20 12:31:32.207'","false","7","Arts and Culture,History,Food and Drink,Relaxation,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-07-18'","1","0","true","0","0","8.30","false"
"687603529986566","Italian Riviera","687603529986566_Italian Riviera","'2024-01-20 12:31:22.936'","0","0","2","0","{}","0","26","London","'2024-01-20 12:31:35.523'","false","7","Arts and Culture,History,Food and Drink,Relaxation,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-07-18'","1","0","true","0","0","11.63","false"
"687603529986566","Northern Italy","687603529986566_Northern Italy","'2024-01-20 12:31:22.936'","0","0","2","0","{}","0","26","London","'2024-01-20 12:31:39.148'","false","7","Arts and Culture,History,Food and Drink,Relaxation,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-07-18'","1","0","true","0","0","15.26","false"
"687603529986566","Alsace","687603529986566_Alsace","'2024-01-20 12:31:22.936'","0","0","2","0","{}","0","26","London","'2024-01-20 12:31:27.813'","false","7","Arts and Culture,History,Food and Drink,Relaxation,Nature","{}","","0","false","0","0","0","0","2","","0","'2024-07-18'","1","0","true","0","0","3.92","false"
"844721804349791","Southern Italy","844721804349791_Southern Italy","'2024-01-20 12:32:34.369'","0","0","2","0","{}","0","26","London","'2024-01-20 12:32:39.213'","false","9","Food and Drink,Relaxation,History","{}","","0","false","0","0","0","0","2","","0","'2025-06-07'","1","0","true","0","0","4.22","false"
"764573606047540","Highlands & Islands","764573606047540_Highlands & Islands","'2024-01-20 12:39:01.236'","0","0","2","3","{}","0","22376242","Brighton","","false","4","Relaxation,Food and Drink","{}","15.80","0","false","0","0","0","0","0","","0","'2024-03-16'","1","0","false","0","0","","true"
"764573606047540","East Highlands","764573606047540_East Highlands","'2024-01-20 12:39:01.236'","0","0","2","2","{}","0","22376242","Brighton","","false","4","Relaxation,Food and Drink","{}","11.84","0","false","0","0","0","0","0","","0","'2024-03-16'","1","0","false","0","0","","true"
"808561449369965","Yorkshire","808561449369965_Yorkshire","'2024-01-20 12:40:42.367'","0","0","2","0","{14}","1","26","London","","false","6","Nature,History,Good for kids","{}","4.28","0","false","0","0","0","0","6","","0","'2024-03-28'","1","0","false","0","0","","false"
"762912820283936","Highlands & Islands","762912820283936_Highlands & Islands","'2024-01-20 12:41:50.452'","0","0","2","1","{6}","1","26","London","'2024-01-20 12:41:55.498'","false","4","Good for kids","{}","","0","false","0","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","4.32","false"
"916176929516034","East Highlands","916176929516034_East Highlands","'2024-01-20 12:42:39.528'","0","0","2","0","{}","0","26","London","'2024-01-20 12:43:20.615'","false","14","Nature,Relaxation,History","{}","","0","false","0","0","0","0","0","","0","'2024-09-13'","1","0","true","1","0","40.36","false"
"916176929516034","Highlands & Islands","916176929516034_Highlands & Islands","'2024-01-20 12:42:39.528'","0","0","2","0","{}","0","26","London","'2024-01-20 12:42:48.378'","false","14","Nature,Relaxation,History","{}","","0","false","1","0","0","0","0","","0","'2024-09-13'","1","0","true","0","0","8.13","false"
"727428801083979","Yorkshire","727428801083979_Yorkshire","'2024-01-20 12:43:41.481'","0","0","2","0","{14}","1","26","London","","false","6","Nature,History","{}","5.48","0","false","0","0","0","0","5","","0","'2024-03-28'","1","0","false","0","0","","false"
"828452899208844","Sicily","828452899208844_Sicily","'2024-01-20 12:44:18.463'","0","0","2","0","{}","0","834890845","Milton Keynes","'2024-01-20 12:44:32.421'","false","14","Good for kids,Adventure,History,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-07-13'","1","0","true","0","0","12.78","false"
